ugel;distrito;provincia;departamento;Nivel/ Modalidad;nª _II.EE;total_alumnos;cant_alumn_hombres;cant_alumn_mujeres;num_secciones;num_docentes;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS CLAVELES;1;11;6;5;0;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS NIÑOS ALEGRES;1;27;14;13;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS PINOS;1;14;6;8;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS PIÑALITOS;1;8;6;2;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS RETOÑITOS;1;13;8;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LOS ZORZALITOS;1;9;3;6;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LUCES Y COLORES;1;9;6;3;0;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;LUZ DEL SABER;1;19;9;10;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MANITOS DE COLORES;1;14;6;8;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MANITOS MAGICAS;1;9;5;4;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MENKORI JANIKI;1;6;2;4;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MI MUNDO MAGICO;1;7;4;3;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MI PEQUEÑO REFUGIO;1;18;10;8;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MI PEQUEÑO UNIVERSO;1;7;2;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MIS ANGELITOS DE AMOR;1;18;11;7;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MIS PEQUEÑOS EXPLORADORES;1;12;5;7;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MIS PRIMEROS PASOS;1;8;3;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MUNDO FELIZ;1;13;7;6;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;MUNDO MONTESSORI;1;9;7;2;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;NIBI TOSOTAY;1;13;6;7;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;NIÑO DE JESUS;1;12;8;4;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;NUBECITAS;1;12;6;6;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;OTYISHI;1;9;6;3;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;PASITOS;1;15;6;9;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;PEQUEGENIOS;1;11;6;5;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;PEQUEÑOS ANGELITOS;1;17;7;10;0;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;PEQUEÑOS LIDERES;1;11;3;8;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;PETALOS DE AMOR;1;12;6;6;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;RAYITOS DE SOL;1;16;11;5;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;RAYITOS DEL ALBA;1;0;0;0;0;0;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;ROCÍO DE LA MAÑANA;1;0;0;0;0;0;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SAN ANTONIO DE PLAYA PAMPA;1;10;7;3;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SANTA ROSITA;1;13;7;6;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SEMILLITAS;1;14;5;9;0;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SEMILLITAS DE SABER;1;10;5;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SOL DE VIDA;1;7;2;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SOL Y LUNA;1;9;3;6;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;SONRISAS;1;8;4;4;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;TESORO INFANTIL;1;0;0;0;0;0;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;TSYROTY;1;0;0;0;0;0;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;VIRGEN DE GUADALUPE;1;14;9;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;VIRGEN DEL CARMEN;1;13;8;5;0;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;Primaria;253;11402;5870;5532;775;1379;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-189;1;5;2;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-192;1;20;8;12;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-194;1;4;3;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-21;1;5;3;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-75;1;12;3;9;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-80;1;17;6;11;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30001-84;1;4;2;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30004;1;20;10;10;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30007;1;7;4;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30014;1;4;1;3;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30055;1;23;10;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30061;1;11;7;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30075;1;13;7;6;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30125;1;3;2;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30333;1;13;6;7;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30340;1;5;2;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30420;1;4;1;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30449;1;59;24;35;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30450;1;18;10;8;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30451;1;25;15;10;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30477;1;4;2;2;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30488;1;27;17;10;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30541;1;7;3;4;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30542;1;15;10;5;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30543;1;2;2;0;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30543-01;1;5;1;4;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30544;1;22;10;12;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30545;1;102;58;44;8;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30549;1;3;1;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30591;1;10;4;6;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30626;1;43;17;26;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30752 JERONIMO JIMENEZ;1;668;367;301;32;25;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30754 VIRGEN DEL CARMEN;1;216;112;104;10;10;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30756;1;22;10;12;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30757;1;8;3;5;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30758;1;25;15;10;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30762;1;4;3;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30764 CAPELITO;1;490;237;253;26;21;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30765 JUAN SANTOS ATAHUALPA;1;551;294;257;31;24;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30767;1;6;5;1;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30768 LEONCIO PRADO;1;58;28;30;4;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30857;1;44;20;24;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30859;1;5;2;3;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30860;1;27;17;10;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30861;1;33;19;14;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30862;1;3;2;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30863;1;12;7;5;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30864-1;1;2;0;2;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30867;1;6;6;0;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30868;1;7;3;4;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30869;1;8;4;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30871;1;7;4;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30872;1;11;2;9;2;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30873;1;45;23;22;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30875;1;58;31;27;4;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30876;1;29;12;17;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30877;1;3;3;0;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30879;1;40;26;14;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30882;1;25;13;12;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30883;1;3;2;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30884;1;8;4;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30885;1;4;1;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30886;1;2;1;1;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30892;1;3;3;0;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30895 JOSE MARIA ARGUEDAS;1;10;9;1;2;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30897;1;9;6;3;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30898;1;4;2;2;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30900;1;7;4;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30901;1;5;3;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30903;1;11;5;6;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30904;1;31;19;12;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30907;1;11;5;6;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30908;1;25;13;12;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30909;1;25;17;8;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30911;1;3;2;1;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30912;1;13;4;9;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30913;1;6;1;5;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30914;1;23;10;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30915;1;3;2;1;1;1;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30916;1;33;18;15;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30917;1;15;4;11;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30918;1;50;30;20;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30919;1;7;3;4;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30920;1;2;2;0;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30921 ANTONIO RAIMONDI;1;7;4;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30922;1;11;8;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30927;1;3;2;1;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30928;1;4;3;1;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30930;1;9;5;4;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30931;1;6;3;3;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30932;1;3;2;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30941;1;32;19;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30945;1;10;4;6;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30946;1;7;0;7;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;30958;1;20;13;7;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31063;1;28;14;14;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31064;1;7;4;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31065;1;11;6;5;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31066;1;16;9;7;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31162;1;12;7;5;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31193;1;5;4;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31194;1;4;3;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31195;1;63;37;26;4;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31197;1;7;5;2;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31198;1;8;6;2;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31199;1;12;8;4;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31200;1;5;3;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31211;1;4;0;4;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31215;1;5;2;3;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31231;1;17;7;10;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31234;1;7;2;5;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31256;1;6;5;1;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31258;1;9;8;1;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31261;1;36;17;19;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31262;1;4;4;0;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31264;1;105;51;54;8;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31266;1;26;13;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31268;1;15;7;8;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31269;1;10;4;6;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31271;1;3;0;3;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31272;1;5;0;5;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31273;1;46;20;26;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31292;1;5;4;1;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31293;1;19;10;9;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31297;1;6;4;2;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31299;1;4;2;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31303;1;23;10;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31304;1;4;0;4;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31305 TUPAC AMARU;1;653;363;290;28;21;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31306;1;11;6;5;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31343;1;4;2;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31366;1;18;12;6;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31388;1;10;4;6;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31389;1;6;5;1;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31390;1;37;16;21;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31400;1;3;1;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31421;1;16;9;7;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31435;1;7;7;0;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31436;1;59;34;25;4;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31437;1;4;3;1;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31438;1;13;7;6;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31451;1;34;23;11;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31460;1;7;0;7;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31467;1;24;9;15;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31468;1;7;4;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31479;1;10;5;5;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31482;1;4;1;3;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31487;1;9;6;3;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31494;1;12;9;3;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31495;1;16;11;5;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31496;1;35;13;22;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31497;1;50;24;26;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31538-1;1;20;14;6;2;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31574;1;3;2;1;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31576;1;17;4;13;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31579;1;58;30;28;3;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31581;1;27;15;12;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31604;1;14;4;10;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31613;1;4;1;3;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31615;1;17;7;10;1;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31616;1;27;14;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31617;1;6;4;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31618;1;4;1;3;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31619;1;10;6;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31646;1;6;2;4;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31648;1;4;4;0;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31666;1;2;2;0;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31668;1;7;3;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31691;1;6;2;4;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31692;1;3;1;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31693;1;2;2;0;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31694;1;18;10;8;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31695;1;68;40;28;4;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31696;1;5;1;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31697;1;21;8;13;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31717;1;5;3;2;1;3;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31806;1;13;9;4;1;5;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31814;1;32;16;16;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31815;1;17;11;6;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31818;1;2;1;1;1;2;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31819;1;9;3;6;1;4;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31820 JOSE MARIA ARGUEDAS;1;20;12;8;2;6;
UGEL CHANCHAMAYO;CHANCHAMAYO;CHANCHAMAYO;JUNIN;31821;1;8;6;2;1;6;
